station_name,p1,p5,p10,p90,p95,p99
6172240.0,0.261143191754818,0.4296244002878666,0.5221114844083786,1.7090773403644568,1.9254827231168747,2.357847644090654
6172250.0,0.06072632469236851,0.06843728302046656,0.0745879951864481,0.47789221107959756,0.5749014392495155,0.7545004838705073
6172260.0,0.8761788403987885,1.0304127246141435,1.1340714335441588,5.493327903747559,6.155806684494018,7.598091633319859
6172270.0,0.3556285484135151,0.4060854136943817,0.4514853596687317,3.2113232374191294,3.8707026660442336,5.2468605422973695
6172280.0,0.12600364651530982,0.13893237784504892,0.162421877682209,0.29129951223731043,0.31113036647439,0.3447349908947945
6172290.0,1.5134632819890976,1.8511959731578826,2.0621213972568513,16.13695383071904,21.011209201812743,29.081808214187628
6172292.0,0.0169367704493925,0.019675904233008624,0.02196589093655348,0.5128531947731974,0.7325215220451353,1.0453914111852678
6172350.0,153.61079467773436,182.6739444732666,199.84085083007812,534.5259643554688,589.7916076660155,669.063129577637
6172351.0,134.85475891113282,158.77332229614257,174.91514282226564,447.5943252563477,483.0470039367675,542.6313850402834
6196020.0,0.6823357030749321,0.971701231598854,1.1243439853191375,7.756333446502687,10.061188721656798,16.194399738311773
6196060.0,0.08215923577547074,0.33377112001180653,0.6476747982203961,16.69287281036378,23.212698078155515,32.453112344741896
6196080.0,0.08215923577547074,0.33377112001180653,0.6476747982203961,16.69287281036378,23.212698078155515,32.453112344741896
6196100.0,0.0,7.144930023059715e-05,0.00018893604537879586,0.7895331442356116,1.0462048485875128,1.7051297163963326
6196200.0,0.003931324011646211,0.014406601153314113,0.027729773800820114,0.7273491263389588,0.9839434102177619,1.6090211623907098
6196300.0,0.03129132989794016,0.06930572101846337,0.1099634297192097,1.7985172569751746,2.432158181071281,3.647284916639347
6196350.0,2.1245147075887873e-06,2.80718527648105e-05,0.0004941261383919483,2.7153217077255287,3.2912105083465564,5.036727852821357
6196400.0,0.007089488152414561,0.011197134386748075,0.014758978271856904,1.2105587363243107,1.5438878998160355,2.184192811846734
6196480.0,0.015691542199347167,0.022774962661787867,0.027795293275266888,1.1134538710117368,1.6258049309253684,2.347513218522074
6196600.0,0.003824379402212799,0.005322541948407889,0.006512763071805239,0.6469639033079149,0.8254439130425449,1.188502746820451
6196650.0,0.00023486645150114783,0.0011651848821202294,0.0016848066530656069,1.1426528930664064,1.6674901634454726,2.3557759559154516
6196700.0,0.314077336192131,0.3909508429467678,0.4337901249527931,2.341956233978273,2.8871315360069274,4.169086961746227
6210100.0,1.2809840372204782,1.7612423479557038,2.1840108275413512,26.06235094070435,29.484621810913087,34.80545347213747
6210210.0,3.0602264225482942,3.719602036476135,4.205877518653869,23.58863458633423,25.862645912170407,30.13402301788331
6210220.0,1.2561516907811165,1.6147787302732468,1.9368547677993775,11.42353436946869,12.97531325817108,15.524744052886973
6210230.0,0.9190751364827157,1.1211113542318345,1.2833998918533325,7.367495322227479,8.233699476718902,9.590698168277742
6210310.0,0.5945362383127213,0.7720478996634483,0.9418266206979752,26.106122779846203,30.997814464569082,40.524246940612876
6210320.0,0.15317453637719156,0.2180851798504591,0.2582406893372536,3.9811456084251446,4.484891492128371,5.50360719442368
6210330.0,0.2110614200681448,0.27469699531793595,0.3206031620502472,13.307567429542546,16.10392949581146,21.338386230468764
6210410.0,7.169414613246918,10.642194414138794,13.15029797554016,115.03370475769044,129.3905683517456,153.14402999877936
6210510.0,5.884968268871307,9.321181881427766,11.079146003723144,64.64679527282718,69.93387374877928,78.74252521514893
6211050.0,43.985096855163576,61.02407922744751,71.14361991882325,521.9535507202148,567.1595428466796,671.5386819458015
6211100.0,28.658890552520752,41.006523561477664,50.15762939453125,390.7467712402344,438.12640609741203,518.4381233215335
6211150.0,28.658890552520752,41.006523561477664,50.15762939453125,390.7467712402344,438.12640609741203,518.4381233215335
6211160.0,0.5161632268130779,0.6554106250405312,0.7682771921157837,6.159745001792908,7.044146406650543,8.212076084613804
6211170.0,4.236128144264221,5.449171912670136,6.243389844894409,51.030822753906264,57.767867660522455,68.06494619369509
6211180.0,2.158777586221695,2.7222780913114546,3.166024076938629,34.38069114685059,38.91593151092529,45.83212081909183
6211185.0,2.158777586221695,2.7222780913114546,3.166024076938629,34.38069114685059,38.91593151092529,45.83212081909183
6211500.0,27.100859503746033,39.30096645355225,46.836045265197754,377.9277877807617,423.47036056518556,517.4164617919923
6211520.0,6.304437617063522,10.090068852901458,12.786493682861328,172.89556541442875,196.41310729980466,248.5467864227296
6211610.0,0.15282099960371853,0.21613070033490658,0.2863431066274643,2.033383417129517,2.383020380139351,3.0223508846759812
6211620.0,0.03574358023703098,0.05750634949654341,0.08049302715808153,2.946475172042847,3.504369229078292,4.792066748142245
6212320.0,1.6511246246099471,2.074747067689896,2.411563515663147,18.00520033836365,20.942374610900877,26.715495185852085
6212330.0,0.4969769224524498,0.659177502989769,0.7970005244016647,9.580991101264955,10.990257704257964,15.289239869117742
6212400.0,0.8276643827557564,0.9992043152451515,1.1410920023918152,2.4301817178726197,2.750919485092163,3.3386121535301228
6212410.0,0.47013412758708,0.560950542986393,0.622336108982563,1.7015953183174133,1.9229562044143675,2.3034872817993177
6212420.0,34.72323323249817,47.46958293914795,59.94065628051758,538.0619247436526,594.3589927673339,705.7095721435547
6212430.0,54.56935960769653,70.63769645690918,82.85861396789551,606.3507904052736,662.2142364501952,771.1069662475588
6212440.0,16.199911551475523,18.29033327102661,20.230346965789796,354.31107482910164,400.96394348144526,483.37041076660245
6212450.0,14.43850347995758,16.379944181442262,18.388338375091553,352.4286926269532,398.93419189453124,483.59633529663125
6212460.0,0.06012637137435377,0.13157314639538528,0.17745170816779138,1.134264260530472,1.4818799495697015,2.0073450911045074
6212470.0,1.3596888414025308,1.9109454870223999,2.3754086971282957,31.102619361877444,34.7732533454895,42.4908610725403
6212480.0,7.34407232448575e-05,0.005301538622188674,0.07394754295237363,3.045525062084199,3.4557755470275877,3.8754307544231414
6212500.0,0.4028874264657497,2.310459153354168,4.658847856521606,66.44860095977783,75.69418315887451,87.0770556640625
6212505.0,0.4028874264657497,2.310459153354168,4.658847856521606,66.44860095977783,75.69418315887451,87.0770556640625
6212510.0,2.0398649942874907,2.8630902051925657,3.4519765973091125,38.53542804718018,43.291035890579224,50.418651561737065
