index,Continent,Type,Name,Acronym,geometry,index_right,season,rcp45_early_p1_flag,rcp45_early_p5_flag,rcp45_early_p10_flag,rcp45_early_p90_flag,rcp45_early_p95_flag,rcp45_early_p99_flag
0,POLAR,Land,Greenland/Iceland,GIC,"POLYGON ((-10 62, -10.4375 62, -10.875 62, -11.3125 62, -11.75 62, -12.1875 62, -12.625 62, -13.0625 62, -13.5 62, -13.9375 62, -14.375 62, -14.8125 62, -15.25 62, -15.6875 62, -16.125 62, -16.5625 62, -17 62, -17.4375 62, -17.875 62, -18.3125 62, -18.75 62, -19.1875 62, -19.625 62, -20.0625 62, -20.5 62, -20.9375 62, -21.375 62, -21.8125 62, -22.25 62, -22.6875 62, -23.125 62, -23.5625 62, -24 62, -24.4375 62, -24.875 62, -25.3125 62, -25.75 62, -26.1875 62, -26.625 62, -27.0625 62, -27.5 62, -27.9375 62, -28.375 62, -28.8125 62, -29.25 62, -29.6875 62, -30.125 62, -30.5625 62, -31 62, -31.4375 62, -31.875 62, -32.3125 62, -32.75 62, -33.1875 62, -33.625 62, -34.0625 62, -34.5 62, -34.9375 62, -35.375 62, -35.8125 62, -36.25 62, -36.6875 62, -37.125 62, -37.5625 62, -38 62, -38.30769230769231 61.69230769230769, -38.61538461538461 61.38461538461539, -38.92307692307692 61.07692307692308, -39.23076923076923 60.76923076923077, -39.53846153846154 60.46153846153846, -39.84615384615385 60.15384615384615, -40.15384615384615 59.84615384615385, -40.46153846153846 59.53846153846154, -40.76923076923077 59.23076923076923, -41.07692307692308 58.92307692307692, -41.38461538461539 58.61538461538461, -41.69230769230769 58.30769230769231, -42 58, -42.42105263157895 58, -42.8421052631579 58, -43.26315789473684 58, -43.68421052631579 58, -44.10526315789474 58, -44.52631578947368 58, -44.94736842105263 58, -45.36842105263158 58, -45.78947368421053 58, -46.21052631578947 58, -46.63157894736842 58, -47.05263157894737 58, -47.47368421052632 58, -47.89473684210526 58, -48.31578947368421 58, -48.73684210526316 58, -49.1578947368421 58, -49.57894736842105 58, -50 58, -50.33333333333334 58.28125, -50.66666666666666 58.5625, -51 58.84375, -51.33333333333334 59.125, -51.66666666666666 59.40625, -52 59.6875, -52.33333333333334 59.96875, -52.66666666666666 60.25, -53 60.53125, -53.33333333333334 60.8125, -53.66666666666666 61.09375, -54 61.375, -54.33333333333334 61.65625, -54.66666666666666 61.9375, -55 62.21875, -55.33333333333334 62.5, -55.66666666666666 62.78125, -56 63.0625, -56.33333333333334 63.34375, -56.66666666666666 63.625, -57 63.90625, -57.33333333333334 64.1875, -57.66666666666666 64.46875, -58 64.75, -58.33333333333333 65.03125, -58.66666666666666 65.3125, -59 65.59375, -59.33333333333333 65.875, -59.66666666666666 66.15625, -60 66.4375, -60.33333333333333 66.71875, -60.66666666666666 67, -61 67.28125, -61.33333333333333 67.5625, -61.66666666666666 67.84375, -62 68.125, -62.33333333333333 68.40625, -62.66666666666666 68.6875, -63 68.96875, -63.33333333333333 69.25, -63.66666666666666 69.53125, -64 69.8125, -64.33333333333333 70.09375, -64.66666666666667 70.375, -65 70.65625, -65.33333333333333 70.9375, -65.66666666666667 71.21875, -66 71.5, -66.33333333333333 71.78125, -66.66666666666666 72.0625, -67 72.34375, -67.33333333333333 72.625, -67.66666666666666 72.90625, -68 73.1875, -68.33333333333333 73.46875, -68.66666666666666 73.75, -69 74.03125, -69.33333333333333 74.3125, -69.66666666666666 74.59375, -70 74.875, -70.33333333333333 75.15625, -70.66666666666666 75.4375, -71 75.71875, -71.33333333333333 76, -71.66666666666666 76.28125, -72 76.5625, -72.33333333333333 76.84375, -72.66666666666666 77.125, -73 77.40625, -73.33333333333333 77.6875, -73.66666666666666 77.96875, -74 78.25, -74.33333333333333 78.53125, -74.66666666666666 78.8125, -75 79.09375, -75.33333333333333 79.375, -75.66666666666666 79.65625, -76 79.9375, -76.33333333333333 80.21875, -76.66666666666666 80.5, -77 80.78125, -77.33333333333333 81.0625, -77.66666666666666 81.34375, -78 81.625, -78.33333333333333 81.90625, -78.66666666666666 82.1875, -79 82.46875, -79.33333333333333 82.75, -79.66666666666666 83.03125, -80 83.3125, -80.33333333333333 83.59375, -80.66666666666666 83.875, -81 84.15625, -81.33333333333333 84.4375, -81.66666666666666 84.71875, -82 85, -81.5609756097561 85, -81.1219512195122 85, -80.6829268292683 85, -80.2439024390244 85, -79.80487804878049 85, -79.36585365853658 85, -78.92682926829268 85, -78.48780487804878 85, -78.04878048780488 85, -77.60975609756098 85, -77.17073170731707 85, -76.73170731707317 85, -76.29268292682927 85, -75.85365853658537 85, -75.41463414634147 85, -74.97560975609755 85, -74.53658536585365 85, -74.09756097560975 85, -73.65853658536585 85, -73.21951219512195 85, -72.78048780487805 85, -72.34146341463415 85, -71.90243902439025 85, -71.46341463414635 85, -71.02439024390245 85, -70.58536585365854 85, -70.14634146341463 85, -69.70731707317073 85, -69.26829268292683 85, -68.82926829268293 85, -68.39024390243902 85, -67.95121951219512 85, -67.51219512195122 85, -67.07317073170732 85, -66.63414634146342 85, -66.19512195121951 85, -65.7560975609756 85, -65.3170731707317 85, -64.8780487804878 85, -64.4390243902439 85, -64 85, -63.5609756097561 85, -63.1219512195122 85, -62.6829268292683 85, -62.24390243902439 85, -61.80487804878049 85, -61.36585365853659 85, -60.92682926829268 85, -60.48780487804878 85, -60.04878048780488 85, -59.60975609756098 85, -59.17073170731707 85, -58.73170731707317 85, -58.29268292682927 85, -57.85365853658537 85, -57.41463414634146 85, -56.97560975609756 85, -56.53658536585365 85, -56.09756097560975 85, -55.65853658536585 85, -55.21951219512195 85, -54.78048780487805 85, -54.34146341463415 85, -53.90243902439025 85, -53.46341463414635 85, -53.02439024390244 85, -52.58536585365854 85, -52.14634146341463 85, -51.70731707317073 85, -51.26829268292683 85, -50.82926829268293 85, -50.39024390243902 85, -49.95121951219512 85, -49.51219512195122 85, -49.07317073170731 85, -48.63414634146341 85, -48.19512195121951 85, -47.75609756097561 85, -47.31707317073171 85, -46.8780487804878 85, -46.4390243902439 85, -46 85, -45.5609756097561 85, -45.1219512195122 85, -44.68292682926829 85, -44.24390243902439 85, -43.80487804878049 85, -43.36585365853659 85, -42.92682926829269 85, -42.48780487804878 85, -42.04878048780488 85, -41.60975609756098 85, -41.17073170731707 85, -40.73170731707317 85, -40.29268292682926 85, -39.85365853658536 85, -39.41463414634146 85, -38.97560975609756 85, -38.53658536585366 85, -38.09756097560975 85, -37.65853658536585 85, -37.21951219512195 85, -36.78048780487805 85, -36.34146341463415 85, -35.90243902439024 85, -35.46341463414634 85, -35.02439024390244 85, -34.58536585365854 85, -34.14634146341464 85, -33.70731707317074 85, -33.26829268292683 85, -32.82926829268293 85, -32.39024390243902 85, -31.95121951219512 85, -31.51219512195122 85, -31.07317073170731 85, -30.63414634146341 85, -30.19512195121951 85, -29.75609756097561 85, -29.31707317073171 85, -28.8780487804878 85, -28.4390243902439 85, -28 85, -27.5609756097561 85, -27.1219512195122 85, -26.68292682926829 85, -26.24390243902439 85, -25.80487804878049 85, -25.36585365853659 85, -24.92682926829269 85, -24.48780487804878 85, -24.04878048780488 85, -23.60975609756098 85, -23.17073170731707 85, -22.73170731707317 85, -22.29268292682926 85, -21.85365853658536 85, -21.41463414634146 85, -20.97560975609756 85, -20.53658536585366 85, -20.09756097560975 85, -19.65853658536585 85, -19.21951219512195 85, -18.78048780487805 85, -18.34146341463415 85, -17.90243902439025 85, -17.46341463414635 85, -17.02439024390245 85, -16.58536585365853 85, -16.14634146341463 85, -15.70731707317073 85, -15.26829268292683 85, -14.82926829268293 85, -14.39024390243902 85, -13.95121951219512 85, -13.51219512195122 85, -13.07317073170732 85, -12.63414634146342 85, -12.19512195121951 85, -11.7560975609756 85, -11.3170731707317 85, -10.8780487804878 85, -10.4390243902439 85, -10 85, -10 84.56603773584905, -10 84.13207547169812, -10 83.69811320754717, -10 83.26415094339623, -10 82.83018867924528, -10 82.39622641509433, -10 81.9622641509434, -10 81.52830188679245, -10 81.09433962264151, -10 80.66037735849056, -10 80.22641509433963, -10 79.79245283018868, -10 79.35849056603773, -10 78.9245283018868, -10 78.49056603773585, -10 78.05660377358491, -10 77.62264150943396, -10 77.18867924528301, -10 76.75471698113208, -10 76.32075471698113, -10 75.88679245283019, -10 75.45283018867924, -10 75.01886792452831, -10 74.58490566037736, -10 74.15094339622641, -10 73.71698113207547, -10 73.28301886792453, -10 72.84905660377359, -10 72.41509433962264, -10 71.98113207547169, -10 71.54716981132076, -10 71.11320754716981, -10 70.67924528301887, -10 70.24528301886792, -10 69.81132075471697, -10 69.37735849056604, -10 68.94339622641509, -10 68.50943396226415, -10 68.0754716981132, -10 67.64150943396226, -10 67.20754716981132, -10 66.77358490566039, -10 66.33962264150944, -10 65.90566037735849, -10 65.47169811320755, -10 65.0377358490566, -10 64.60377358490567, -10 64.16981132075472, -10 63.73584905660377, -10 63.30188679245283, -10 62.86792452830188, -10 62.43396226415094, -10 62))",0,Annual,32,109,182,240,125,26
0,POLAR,Land,Greenland/Iceland,GIC,"POLYGON ((-10 62, -10.4375 62, -10.875 62, -11.3125 62, -11.75 62, -12.1875 62, -12.625 62, -13.0625 62, -13.5 62, -13.9375 62, -14.375 62, -14.8125 62, -15.25 62, -15.6875 62, -16.125 62, -16.5625 62, -17 62, -17.4375 62, -17.875 62, -18.3125 62, -18.75 62, -19.1875 62, -19.625 62, -20.0625 62, -20.5 62, -20.9375 62, -21.375 62, -21.8125 62, -22.25 62, -22.6875 62, -23.125 62, -23.5625 62, -24 62, -24.4375 62, -24.875 62, -25.3125 62, -25.75 62, -26.1875 62, -26.625 62, -27.0625 62, -27.5 62, -27.9375 62, -28.375 62, -28.8125 62, -29.25 62, -29.6875 62, -30.125 62, -30.5625 62, -31 62, -31.4375 62, -31.875 62, -32.3125 62, -32.75 62, -33.1875 62, -33.625 62, -34.0625 62, -34.5 62, -34.9375 62, -35.375 62, -35.8125 62, -36.25 62, -36.6875 62, -37.125 62, -37.5625 62, -38 62, -38.30769230769231 61.69230769230769, -38.61538461538461 61.38461538461539, -38.92307692307692 61.07692307692308, -39.23076923076923 60.76923076923077, -39.53846153846154 60.46153846153846, -39.84615384615385 60.15384615384615, -40.15384615384615 59.84615384615385, -40.46153846153846 59.53846153846154, -40.76923076923077 59.23076923076923, -41.07692307692308 58.92307692307692, -41.38461538461539 58.61538461538461, -41.69230769230769 58.30769230769231, -42 58, -42.42105263157895 58, -42.8421052631579 58, -43.26315789473684 58, -43.68421052631579 58, -44.10526315789474 58, -44.52631578947368 58, -44.94736842105263 58, -45.36842105263158 58, -45.78947368421053 58, -46.21052631578947 58, -46.63157894736842 58, -47.05263157894737 58, -47.47368421052632 58, -47.89473684210526 58, -48.31578947368421 58, -48.73684210526316 58, -49.1578947368421 58, -49.57894736842105 58, -50 58, -50.33333333333334 58.28125, -50.66666666666666 58.5625, -51 58.84375, -51.33333333333334 59.125, -51.66666666666666 59.40625, -52 59.6875, -52.33333333333334 59.96875, -52.66666666666666 60.25, -53 60.53125, -53.33333333333334 60.8125, -53.66666666666666 61.09375, -54 61.375, -54.33333333333334 61.65625, -54.66666666666666 61.9375, -55 62.21875, -55.33333333333334 62.5, -55.66666666666666 62.78125, -56 63.0625, -56.33333333333334 63.34375, -56.66666666666666 63.625, -57 63.90625, -57.33333333333334 64.1875, -57.66666666666666 64.46875, -58 64.75, -58.33333333333333 65.03125, -58.66666666666666 65.3125, -59 65.59375, -59.33333333333333 65.875, -59.66666666666666 66.15625, -60 66.4375, -60.33333333333333 66.71875, -60.66666666666666 67, -61 67.28125, -61.33333333333333 67.5625, -61.66666666666666 67.84375, -62 68.125, -62.33333333333333 68.40625, -62.66666666666666 68.6875, -63 68.96875, -63.33333333333333 69.25, -63.66666666666666 69.53125, -64 69.8125, -64.33333333333333 70.09375, -64.66666666666667 70.375, -65 70.65625, -65.33333333333333 70.9375, -65.66666666666667 71.21875, -66 71.5, -66.33333333333333 71.78125, -66.66666666666666 72.0625, -67 72.34375, -67.33333333333333 72.625, -67.66666666666666 72.90625, -68 73.1875, -68.33333333333333 73.46875, -68.66666666666666 73.75, -69 74.03125, -69.33333333333333 74.3125, -69.66666666666666 74.59375, -70 74.875, -70.33333333333333 75.15625, -70.66666666666666 75.4375, -71 75.71875, -71.33333333333333 76, -71.66666666666666 76.28125, -72 76.5625, -72.33333333333333 76.84375, -72.66666666666666 77.125, -73 77.40625, -73.33333333333333 77.6875, -73.66666666666666 77.96875, -74 78.25, -74.33333333333333 78.53125, -74.66666666666666 78.8125, -75 79.09375, -75.33333333333333 79.375, -75.66666666666666 79.65625, -76 79.9375, -76.33333333333333 80.21875, -76.66666666666666 80.5, -77 80.78125, -77.33333333333333 81.0625, -77.66666666666666 81.34375, -78 81.625, -78.33333333333333 81.90625, -78.66666666666666 82.1875, -79 82.46875, -79.33333333333333 82.75, -79.66666666666666 83.03125, -80 83.3125, -80.33333333333333 83.59375, -80.66666666666666 83.875, -81 84.15625, -81.33333333333333 84.4375, -81.66666666666666 84.71875, -82 85, -81.5609756097561 85, -81.1219512195122 85, -80.6829268292683 85, -80.2439024390244 85, -79.80487804878049 85, -79.36585365853658 85, -78.92682926829268 85, -78.48780487804878 85, -78.04878048780488 85, -77.60975609756098 85, -77.17073170731707 85, -76.73170731707317 85, -76.29268292682927 85, -75.85365853658537 85, -75.41463414634147 85, -74.97560975609755 85, -74.53658536585365 85, -74.09756097560975 85, -73.65853658536585 85, -73.21951219512195 85, -72.78048780487805 85, -72.34146341463415 85, -71.90243902439025 85, -71.46341463414635 85, -71.02439024390245 85, -70.58536585365854 85, -70.14634146341463 85, -69.70731707317073 85, -69.26829268292683 85, -68.82926829268293 85, -68.39024390243902 85, -67.95121951219512 85, -67.51219512195122 85, -67.07317073170732 85, -66.63414634146342 85, -66.19512195121951 85, -65.7560975609756 85, -65.3170731707317 85, -64.8780487804878 85, -64.4390243902439 85, -64 85, -63.5609756097561 85, -63.1219512195122 85, -62.6829268292683 85, -62.24390243902439 85, -61.80487804878049 85, -61.36585365853659 85, -60.92682926829268 85, -60.48780487804878 85, -60.04878048780488 85, -59.60975609756098 85, -59.17073170731707 85, -58.73170731707317 85, -58.29268292682927 85, -57.85365853658537 85, -57.41463414634146 85, -56.97560975609756 85, -56.53658536585365 85, -56.09756097560975 85, -55.65853658536585 85, -55.21951219512195 85, -54.78048780487805 85, -54.34146341463415 85, -53.90243902439025 85, -53.46341463414635 85, -53.02439024390244 85, -52.58536585365854 85, -52.14634146341463 85, -51.70731707317073 85, -51.26829268292683 85, -50.82926829268293 85, -50.39024390243902 85, -49.95121951219512 85, -49.51219512195122 85, -49.07317073170731 85, -48.63414634146341 85, -48.19512195121951 85, -47.75609756097561 85, -47.31707317073171 85, -46.8780487804878 85, -46.4390243902439 85, -46 85, -45.5609756097561 85, -45.1219512195122 85, -44.68292682926829 85, -44.24390243902439 85, -43.80487804878049 85, -43.36585365853659 85, -42.92682926829269 85, -42.48780487804878 85, -42.04878048780488 85, -41.60975609756098 85, -41.17073170731707 85, -40.73170731707317 85, -40.29268292682926 85, -39.85365853658536 85, -39.41463414634146 85, -38.97560975609756 85, -38.53658536585366 85, -38.09756097560975 85, -37.65853658536585 85, -37.21951219512195 85, -36.78048780487805 85, -36.34146341463415 85, -35.90243902439024 85, -35.46341463414634 85, -35.02439024390244 85, -34.58536585365854 85, -34.14634146341464 85, -33.70731707317074 85, -33.26829268292683 85, -32.82926829268293 85, -32.39024390243902 85, -31.95121951219512 85, -31.51219512195122 85, -31.07317073170731 85, -30.63414634146341 85, -30.19512195121951 85, -29.75609756097561 85, -29.31707317073171 85, -28.8780487804878 85, -28.4390243902439 85, -28 85, -27.5609756097561 85, -27.1219512195122 85, -26.68292682926829 85, -26.24390243902439 85, -25.80487804878049 85, -25.36585365853659 85, -24.92682926829269 85, -24.48780487804878 85, -24.04878048780488 85, -23.60975609756098 85, -23.17073170731707 85, -22.73170731707317 85, -22.29268292682926 85, -21.85365853658536 85, -21.41463414634146 85, -20.97560975609756 85, -20.53658536585366 85, -20.09756097560975 85, -19.65853658536585 85, -19.21951219512195 85, -18.78048780487805 85, -18.34146341463415 85, -17.90243902439025 85, -17.46341463414635 85, -17.02439024390245 85, -16.58536585365853 85, -16.14634146341463 85, -15.70731707317073 85, -15.26829268292683 85, -14.82926829268293 85, -14.39024390243902 85, -13.95121951219512 85, -13.51219512195122 85, -13.07317073170732 85, -12.63414634146342 85, -12.19512195121951 85, -11.7560975609756 85, -11.3170731707317 85, -10.8780487804878 85, -10.4390243902439 85, -10 85, -10 84.56603773584905, -10 84.13207547169812, -10 83.69811320754717, -10 83.26415094339623, -10 82.83018867924528, -10 82.39622641509433, -10 81.9622641509434, -10 81.52830188679245, -10 81.09433962264151, -10 80.66037735849056, -10 80.22641509433963, -10 79.79245283018868, -10 79.35849056603773, -10 78.9245283018868, -10 78.49056603773585, -10 78.05660377358491, -10 77.62264150943396, -10 77.18867924528301, -10 76.75471698113208, -10 76.32075471698113, -10 75.88679245283019, -10 75.45283018867924, -10 75.01886792452831, -10 74.58490566037736, -10 74.15094339622641, -10 73.71698113207547, -10 73.28301886792453, -10 72.84905660377359, -10 72.41509433962264, -10 71.98113207547169, -10 71.54716981132076, -10 71.11320754716981, -10 70.67924528301887, -10 70.24528301886792, -10 69.81132075471697, -10 69.37735849056604, -10 68.94339622641509, -10 68.50943396226415, -10 68.0754716981132, -10 67.64150943396226, -10 67.20754716981132, -10 66.77358490566039, -10 66.33962264150944, -10 65.90566037735849, -10 65.47169811320755, -10 65.0377358490566, -10 64.60377358490567, -10 64.16981132075472, -10 63.73584905660377, -10 63.30188679245283, -10 62.86792452830188, -10 62.43396226415094, -10 62))",0,Season 1,0,4,9,101,56,14
0,POLAR,Land,Greenland/Iceland,GIC,"POLYGON ((-10 62, -10.4375 62, -10.875 62, -11.3125 62, -11.75 62, -12.1875 62, -12.625 62, -13.0625 62, -13.5 62, -13.9375 62, -14.375 62, -14.8125 62, -15.25 62, -15.6875 62, -16.125 62, -16.5625 62, -17 62, -17.4375 62, -17.875 62, -18.3125 62, -18.75 62, -19.1875 62, -19.625 62, -20.0625 62, -20.5 62, -20.9375 62, -21.375 62, -21.8125 62, -22.25 62, -22.6875 62, -23.125 62, -23.5625 62, -24 62, -24.4375 62, -24.875 62, -25.3125 62, -25.75 62, -26.1875 62, -26.625 62, -27.0625 62, -27.5 62, -27.9375 62, -28.375 62, -28.8125 62, -29.25 62, -29.6875 62, -30.125 62, -30.5625 62, -31 62, -31.4375 62, -31.875 62, -32.3125 62, -32.75 62, -33.1875 62, -33.625 62, -34.0625 62, -34.5 62, -34.9375 62, -35.375 62, -35.8125 62, -36.25 62, -36.6875 62, -37.125 62, -37.5625 62, -38 62, -38.30769230769231 61.69230769230769, -38.61538461538461 61.38461538461539, -38.92307692307692 61.07692307692308, -39.23076923076923 60.76923076923077, -39.53846153846154 60.46153846153846, -39.84615384615385 60.15384615384615, -40.15384615384615 59.84615384615385, -40.46153846153846 59.53846153846154, -40.76923076923077 59.23076923076923, -41.07692307692308 58.92307692307692, -41.38461538461539 58.61538461538461, -41.69230769230769 58.30769230769231, -42 58, -42.42105263157895 58, -42.8421052631579 58, -43.26315789473684 58, -43.68421052631579 58, -44.10526315789474 58, -44.52631578947368 58, -44.94736842105263 58, -45.36842105263158 58, -45.78947368421053 58, -46.21052631578947 58, -46.63157894736842 58, -47.05263157894737 58, -47.47368421052632 58, -47.89473684210526 58, -48.31578947368421 58, -48.73684210526316 58, -49.1578947368421 58, -49.57894736842105 58, -50 58, -50.33333333333334 58.28125, -50.66666666666666 58.5625, -51 58.84375, -51.33333333333334 59.125, -51.66666666666666 59.40625, -52 59.6875, -52.33333333333334 59.96875, -52.66666666666666 60.25, -53 60.53125, -53.33333333333334 60.8125, -53.66666666666666 61.09375, -54 61.375, -54.33333333333334 61.65625, -54.66666666666666 61.9375, -55 62.21875, -55.33333333333334 62.5, -55.66666666666666 62.78125, -56 63.0625, -56.33333333333334 63.34375, -56.66666666666666 63.625, -57 63.90625, -57.33333333333334 64.1875, -57.66666666666666 64.46875, -58 64.75, -58.33333333333333 65.03125, -58.66666666666666 65.3125, -59 65.59375, -59.33333333333333 65.875, -59.66666666666666 66.15625, -60 66.4375, -60.33333333333333 66.71875, -60.66666666666666 67, -61 67.28125, -61.33333333333333 67.5625, -61.66666666666666 67.84375, -62 68.125, -62.33333333333333 68.40625, -62.66666666666666 68.6875, -63 68.96875, -63.33333333333333 69.25, -63.66666666666666 69.53125, -64 69.8125, -64.33333333333333 70.09375, -64.66666666666667 70.375, -65 70.65625, -65.33333333333333 70.9375, -65.66666666666667 71.21875, -66 71.5, -66.33333333333333 71.78125, -66.66666666666666 72.0625, -67 72.34375, -67.33333333333333 72.625, -67.66666666666666 72.90625, -68 73.1875, -68.33333333333333 73.46875, -68.66666666666666 73.75, -69 74.03125, -69.33333333333333 74.3125, -69.66666666666666 74.59375, -70 74.875, -70.33333333333333 75.15625, -70.66666666666666 75.4375, -71 75.71875, -71.33333333333333 76, -71.66666666666666 76.28125, -72 76.5625, -72.33333333333333 76.84375, -72.66666666666666 77.125, -73 77.40625, -73.33333333333333 77.6875, -73.66666666666666 77.96875, -74 78.25, -74.33333333333333 78.53125, -74.66666666666666 78.8125, -75 79.09375, -75.33333333333333 79.375, -75.66666666666666 79.65625, -76 79.9375, -76.33333333333333 80.21875, -76.66666666666666 80.5, -77 80.78125, -77.33333333333333 81.0625, -77.66666666666666 81.34375, -78 81.625, -78.33333333333333 81.90625, -78.66666666666666 82.1875, -79 82.46875, -79.33333333333333 82.75, -79.66666666666666 83.03125, -80 83.3125, -80.33333333333333 83.59375, -80.66666666666666 83.875, -81 84.15625, -81.33333333333333 84.4375, -81.66666666666666 84.71875, -82 85, -81.5609756097561 85, -81.1219512195122 85, -80.6829268292683 85, -80.2439024390244 85, -79.80487804878049 85, -79.36585365853658 85, -78.92682926829268 85, -78.48780487804878 85, -78.04878048780488 85, -77.60975609756098 85, -77.17073170731707 85, -76.73170731707317 85, -76.29268292682927 85, -75.85365853658537 85, -75.41463414634147 85, -74.97560975609755 85, -74.53658536585365 85, -74.09756097560975 85, -73.65853658536585 85, -73.21951219512195 85, -72.78048780487805 85, -72.34146341463415 85, -71.90243902439025 85, -71.46341463414635 85, -71.02439024390245 85, -70.58536585365854 85, -70.14634146341463 85, -69.70731707317073 85, -69.26829268292683 85, -68.82926829268293 85, -68.39024390243902 85, -67.95121951219512 85, -67.51219512195122 85, -67.07317073170732 85, -66.63414634146342 85, -66.19512195121951 85, -65.7560975609756 85, -65.3170731707317 85, -64.8780487804878 85, -64.4390243902439 85, -64 85, -63.5609756097561 85, -63.1219512195122 85, -62.6829268292683 85, -62.24390243902439 85, -61.80487804878049 85, -61.36585365853659 85, -60.92682926829268 85, -60.48780487804878 85, -60.04878048780488 85, -59.60975609756098 85, -59.17073170731707 85, -58.73170731707317 85, -58.29268292682927 85, -57.85365853658537 85, -57.41463414634146 85, -56.97560975609756 85, -56.53658536585365 85, -56.09756097560975 85, -55.65853658536585 85, -55.21951219512195 85, -54.78048780487805 85, -54.34146341463415 85, -53.90243902439025 85, -53.46341463414635 85, -53.02439024390244 85, -52.58536585365854 85, -52.14634146341463 85, -51.70731707317073 85, -51.26829268292683 85, -50.82926829268293 85, -50.39024390243902 85, -49.95121951219512 85, -49.51219512195122 85, -49.07317073170731 85, -48.63414634146341 85, -48.19512195121951 85, -47.75609756097561 85, -47.31707317073171 85, -46.8780487804878 85, -46.4390243902439 85, -46 85, -45.5609756097561 85, -45.1219512195122 85, -44.68292682926829 85, -44.24390243902439 85, -43.80487804878049 85, -43.36585365853659 85, -42.92682926829269 85, -42.48780487804878 85, -42.04878048780488 85, -41.60975609756098 85, -41.17073170731707 85, -40.73170731707317 85, -40.29268292682926 85, -39.85365853658536 85, -39.41463414634146 85, -38.97560975609756 85, -38.53658536585366 85, -38.09756097560975 85, -37.65853658536585 85, -37.21951219512195 85, -36.78048780487805 85, -36.34146341463415 85, -35.90243902439024 85, -35.46341463414634 85, -35.02439024390244 85, -34.58536585365854 85, -34.14634146341464 85, -33.70731707317074 85, -33.26829268292683 85, -32.82926829268293 85, -32.39024390243902 85, -31.95121951219512 85, -31.51219512195122 85, -31.07317073170731 85, -30.63414634146341 85, -30.19512195121951 85, -29.75609756097561 85, -29.31707317073171 85, -28.8780487804878 85, -28.4390243902439 85, -28 85, -27.5609756097561 85, -27.1219512195122 85, -26.68292682926829 85, -26.24390243902439 85, -25.80487804878049 85, -25.36585365853659 85, -24.92682926829269 85, -24.48780487804878 85, -24.04878048780488 85, -23.60975609756098 85, -23.17073170731707 85, -22.73170731707317 85, -22.29268292682926 85, -21.85365853658536 85, -21.41463414634146 85, -20.97560975609756 85, -20.53658536585366 85, -20.09756097560975 85, -19.65853658536585 85, -19.21951219512195 85, -18.78048780487805 85, -18.34146341463415 85, -17.90243902439025 85, -17.46341463414635 85, -17.02439024390245 85, -16.58536585365853 85, -16.14634146341463 85, -15.70731707317073 85, -15.26829268292683 85, -14.82926829268293 85, -14.39024390243902 85, -13.95121951219512 85, -13.51219512195122 85, -13.07317073170732 85, -12.63414634146342 85, -12.19512195121951 85, -11.7560975609756 85, -11.3170731707317 85, -10.8780487804878 85, -10.4390243902439 85, -10 85, -10 84.56603773584905, -10 84.13207547169812, -10 83.69811320754717, -10 83.26415094339623, -10 82.83018867924528, -10 82.39622641509433, -10 81.9622641509434, -10 81.52830188679245, -10 81.09433962264151, -10 80.66037735849056, -10 80.22641509433963, -10 79.79245283018868, -10 79.35849056603773, -10 78.9245283018868, -10 78.49056603773585, -10 78.05660377358491, -10 77.62264150943396, -10 77.18867924528301, -10 76.75471698113208, -10 76.32075471698113, -10 75.88679245283019, -10 75.45283018867924, -10 75.01886792452831, -10 74.58490566037736, -10 74.15094339622641, -10 73.71698113207547, -10 73.28301886792453, -10 72.84905660377359, -10 72.41509433962264, -10 71.98113207547169, -10 71.54716981132076, -10 71.11320754716981, -10 70.67924528301887, -10 70.24528301886792, -10 69.81132075471697, -10 69.37735849056604, -10 68.94339622641509, -10 68.50943396226415, -10 68.0754716981132, -10 67.64150943396226, -10 67.20754716981132, -10 66.77358490566039, -10 66.33962264150944, -10 65.90566037735849, -10 65.47169811320755, -10 65.0377358490566, -10 64.60377358490567, -10 64.16981132075472, -10 63.73584905660377, -10 63.30188679245283, -10 62.86792452830188, -10 62.43396226415094, -10 62))",0,Season 2,8,30,51,22,10,2
